business_id,business_name,business_address,business_city,business_state,business_postal_code,business_latitude,business_longitude,business_location,business_phone_number,inspection_id,inspection_date,inspection_score,inspection_type,violation_id,violation_description,risk_category,Neighborhoods,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods
1005,CHAVITA'S MEXICAN RESTAURANT,3006 MISSION St,San Francisco,CA,94110,37.748855,-122.418134,POINT (-122.418134 37.748855),14155286927,1005_20190808,8/8/2019 0:00,88,Routine - Unscheduled,1005_20190808_103142,Unclean nonfood contact surfaces,Low Risk,53,53,3,2,20
100560,TAKOYAKI YAMACHAN,1737 POST STREET  #375,San Francisco,CA,94115,,,,14158382949,100560_20190903,9/3/2019 0:00,88,Routine - Unscheduled,100560_20190903_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,,,,,
1008,VALENCIA PIZZA & PASTA,801 VALENCIA St,San Francisco,CA,94110,37.759944,-122.421356,POINT (-122.421356 37.759944),14155641882,1008_20170905,9/5/2017 0:00,88,Routine - Unscheduled,1008_20170905_103133,Foods not protected from contamination,Moderate Risk,53,53,3,2,20
1008,VALENCIA PIZZA & PASTA,801 VALENCIA St,San Francisco,CA,94110,37.759944,-122.421356,POINT (-122.421356 37.759944),14155641882,1008_20170905,9/5/2017 0:00,88,Routine - Unscheduled,1008_20170905_103142,Unclean nonfood contact surfaces,Low Risk,53,53,3,2,20
1008,VALENCIA PIZZA & PASTA,801 VALENCIA St,San Francisco,CA,94110,37.759944,-122.421356,POINT (-122.421356 37.759944),14155641882,1008_20170905,9/5/2017 0:00,88,Routine - Unscheduled,1008_20170905_103154,Unclean or degraded floors walls or ceilings,Low Risk,53,53,3,2,20
1008,VALENCIA PIZZA & PASTA,801 VALENCIA St,San Francisco,CA,94110,37.759944,-122.421356,POINT (-122.421356 37.759944),14155641882,1008_20170905,9/5/2017 0:00,88,Routine - Unscheduled,1008_20170905_103161,Low risk vermin infestation,Low Risk,53,53,3,2,20
1008,VALENCIA PIZZA & PASTA,801 VALENCIA St,San Francisco,CA,94110,37.759944,-122.421356,POINT (-122.421356 37.759944),14155641882,1008_20180409,4/9/2018 0:00,85,Routine - Unscheduled,1008_20180409_103139,Improper food storage,Low Risk,53,53,3,2,20
1008,VALENCIA PIZZA & PASTA,801 VALENCIA St,San Francisco,CA,94110,37.759944,-122.421356,POINT (-122.421356 37.759944),14155641882,1008_20180409,4/9/2018 0:00,85,Routine - Unscheduled,1008_20180409_103142,Unclean nonfood contact surfaces,Low Risk,53,53,3,2,20
1008,VALENCIA PIZZA & PASTA,801 VALENCIA St,San Francisco,CA,94110,37.759944,-122.421356,POINT (-122.421356 37.759944),14155641882,1008_20190403,4/3/2019 0:00,66,Routine - Unscheduled,1008_20190403_103129,Insufficient hot water or running water,Moderate Risk,53,53,3,2,20
1008,VALENCIA PIZZA & PASTA,801 VALENCIA St,San Francisco,CA,94110,37.759944,-122.421356,POINT (-122.421356 37.759944),14155641882,1008_20190403,4/3/2019 0:00,66,Routine - Unscheduled,1008_20190403_103133,Foods not protected from contamination,Moderate Risk,53,53,3,2,20
1008,VALENCIA PIZZA & PASTA,801 VALENCIA St,San Francisco,CA,94110,37.759944,-122.421356,POINT (-122.421356 37.759944),14155641882,1008_20190403,4/3/2019 0:00,66,Routine - Unscheduled,1008_20190403_103142,Unclean nonfood contact surfaces,Low Risk,53,53,3,2,20
1008,VALENCIA PIZZA & PASTA,801 VALENCIA St,San Francisco,CA,94110,37.759944,-122.421356,POINT (-122.421356 37.759944),14155641882,1008_20190403,4/3/2019 0:00,66,Routine - Unscheduled,1008_20190403_103144,Unapproved or unmaintained equipment or utensils,Low Risk,53,53,3,2,20
10083,Morning Brew Cafe,401 Sansome St,San Francisco,CA,94111,37.794024,-122.401299,POINT (-122.401299 37.794024),,10083_20170905,9/5/2017 0:00,81,Routine - Unscheduled,10083_20170905_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,108,108,6,3,6
10083,Morning Brew Cafe,401 Sansome St,San Francisco,CA,94111,37.794024,-122.401299,POINT (-122.401299 37.794024),,10083_20170905,9/5/2017 0:00,81,Routine - Unscheduled,10083_20170905_103138,Improper storage use or identification of toxic substances,Low Risk,108,108,6,3,6
10083,Morning Brew Cafe,401 Sansome St,San Francisco,CA,94111,37.794024,-122.401299,POINT (-122.401299 37.794024),,10083_20190426,4/26/2019 0:00,86,Routine - Unscheduled,10083_20190426_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,108,108,6,3,6
10083,Morning Brew Cafe,401 Sansome St,San Francisco,CA,94111,37.794024,-122.401299,POINT (-122.401299 37.794024),,10083_20190426,4/26/2019 0:00,86,Routine - Unscheduled,10083_20190426_103131,Moderate risk vermin infestation,Moderate Risk,108,108,6,3,6
101,Cable Car Corner,1099 Powell St,San Francisco,CA,94108,37.794615,-122.409705,POINT (-122.409705 37.794615),,101_20170627,6/27/2017 0:00,90,Routine - Unscheduled,101_20170627_103129,Insufficient hot water or running water,Moderate Risk,16,16,6,3,21
101,Cable Car Corner,1099 Powell St,San Francisco,CA,94108,37.794615,-122.409705,POINT (-122.409705 37.794615),,101_20170627,6/27/2017 0:00,90,Routine - Unscheduled,101_20170627_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,16,16,6,3,21
101,Cable Car Corner,1099 Powell St,San Francisco,CA,94108,37.794615,-122.409705,POINT (-122.409705 37.794615),,101_20180129,1/29/2018 0:00,92,Routine - Unscheduled,101_20180129_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,16,16,6,3,21
101184,NAMU STONEPOT,499 DOLORES ST,San Francisco,CA,94110,,,,14155377831,101184_20190730,7/30/2019 0:00,92,Routine - Unscheduled,101184_20190730_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,,,,,
10127,AMICI'S EAST COAST PIZZERIA,216 KING STREET,San Francisco,CA,94107,37.777803,-122.392489,POINT (-122.392489 37.777803),,10127_20180417,4/17/2018 0:00,96,Routine - Unscheduled,10127_20180417_103120,Moderate risk food holding temperature,Moderate Risk,34,34,1,10,4
10131,Cybelle's Front Room,1385 09th Ave,San Francisco,CA,94122,37.758941,-122.48591,POINT (-122.48591 37.758941),,10131_20180201,2/1/2018 0:00,92,Routine - Unscheduled,10131_20180201_103139,Improper food storage,Low Risk,39,39,10,7,35
10131,Cybelle's Front Room,1385 09th Ave,San Francisco,CA,94122,37.758941,-122.48591,POINT (-122.48591 37.758941),,10131_20190313,3/13/2019 0:00,91,Routine - Unscheduled,10131_20190313_103153,Inadequate dressing rooms or improper storage of personal items,Low Risk,39,39,10,7,35
101430,IZAKAYA MAYUMI,2221 CLEMENT ST,San Francisco,CA,94121,,,,14155516475,101430_20190930,9/30/2019 0:00,96,Routine - Unscheduled,101430_20190930_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,,,,,
10170,Piaza Pellegrini,659 Columbus Ave,San Francisco,CA,94133,37.800851,-122.411062,POINT (-122.411062 37.800851),,10170_20180501,5/1/2018 0:00,82,Routine - Unscheduled,10170_20180501_103105,Improper cooling methods,High Risk,107,107,6,3,6
10170,Piaza Pellegrini,659 Columbus Ave,San Francisco,CA,94133,37.800851,-122.411062,POINT (-122.411062 37.800851),,10170_20180501,5/1/2018 0:00,82,Routine - Unscheduled,10170_20180501_103114,High risk vermin infestation,High Risk,107,107,6,3,6
1018,PETES BARBEQUE,2399 MISSION St,San Francisco,CA,94110,37.758684,-122.418975,POINT (-122.418975 37.758684),14155821009,1018_20170718,7/18/2017 0:00,83,Routine - Unscheduled,1018_20170718_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,53,53,3,2,20
1018,PETES BARBEQUE,2399 MISSION St,San Francisco,CA,94110,37.758684,-122.418975,POINT (-122.418975 37.758684),14155821009,1018_20170718,7/18/2017 0:00,83,Routine - Unscheduled,1018_20170718_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,53,53,3,2,20
1018,PETES BARBEQUE,2399 MISSION St,San Francisco,CA,94110,37.758684,-122.418975,POINT (-122.418975 37.758684),14155821009,1018_20180208,2/8/2018 0:00,87,Routine - Unscheduled,1018_20180208_103103,High risk food holding temperature,High Risk,53,53,3,2,20
1018,PETES BARBEQUE,2399 MISSION St,San Francisco,CA,94110,37.758684,-122.418975,POINT (-122.418975 37.758684),14155821009,1018_20180208,2/8/2018 0:00,87,Routine - Unscheduled,1018_20180208_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,53,53,3,2,20
1018,PETES BARBEQUE,2399 MISSION St,San Francisco,CA,94110,37.758684,-122.418975,POINT (-122.418975 37.758684),14155821009,1018_20180208,2/8/2018 0:00,87,Routine - Unscheduled,1018_20180208_103161,Low risk vermin infestation,Low Risk,53,53,3,2,20
1018,PETES BARBEQUE,2399 MISSION St,San Francisco,CA,94110,37.758684,-122.418975,POINT (-122.418975 37.758684),14155821009,1018_20190401,4/1/2019 0:00,90,Routine - Unscheduled,1018_20190401_103144,Unapproved or unmaintained equipment or utensils,Low Risk,53,53,3,2,20
102,Akiko's Sushi Bar,542A Mason St,San Francisco,CA,94102,37.788484,-122.410045,POINT (-122.410045 37.788484),,102_20161103,11/3/2016 0:00,85,Routine - Unscheduled,102_20161103_103109,Unclean or unsanitary food contact surfaces,High Risk,19,19,6,3,21
102,Akiko's Sushi Bar,542A Mason St,San Francisco,CA,94102,37.788484,-122.410045,POINT (-122.410045 37.788484),,102_20161103,11/3/2016 0:00,85,Routine - Unscheduled,102_20161103_103157,Food safety certificate or food handler card not available,Low Risk,19,19,6,3,21
102,Akiko's Sushi Bar,542A Mason St,San Francisco,CA,94102,37.788484,-122.410045,POINT (-122.410045 37.788484),,102_20170728,7/28/2017 0:00,92,Routine - Unscheduled,102_20170728_103120,Moderate risk food holding temperature,Moderate Risk,19,19,6,3,21
102,Akiko's Sushi Bar,542A Mason St,San Francisco,CA,94102,37.788484,-122.410045,POINT (-122.410045 37.788484),,102_20180302,3/2/2018 0:00,86,Routine - Unscheduled,102_20180302_103133,Foods not protected from contamination,Moderate Risk,19,19,6,3,21
102,Akiko's Sushi Bar,542A Mason St,San Francisco,CA,94102,37.788484,-122.410045,POINT (-122.410045 37.788484),,102_20180302,3/2/2018 0:00,86,Routine - Unscheduled,102_20180302_103147,Inadequate ventilation or lighting,Low Risk,19,19,6,3,21
102,Akiko's Sushi Bar,542A Mason St,San Francisco,CA,94102,37.788484,-122.410045,POINT (-122.410045 37.788484),,102_20190508,5/8/2019 0:00,94,Routine - Unscheduled,102_20190508_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,19,19,6,3,21
1021,LA SANTANECA DE LA MISSION,2815 MISSION St,San Francisco,CA,94110,37.751885,-122.418406,POINT (-122.418406 37.751885),14155282131,1021_20170912,9/12/2017 0:00,90,Routine - Unscheduled,1021_20170912_103120,Moderate risk food holding temperature,Moderate Risk,53,53,3,2,20
1021,LA SANTANECA DE LA MISSION,2815 MISSION St,San Francisco,CA,94110,37.751885,-122.418406,POINT (-122.418406 37.751885),14155282131,1021_20180417,4/17/2018 0:00,96,Routine - Unscheduled,1021_20180417_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,53,53,3,2,20
1021,LA SANTANECA DE LA MISSION,2815 MISSION St,San Francisco,CA,94110,37.751885,-122.418406,POINT (-122.418406 37.751885),14155282131,1021_20190402,4/2/2019 0:00,82,Routine - Unscheduled,1021_20190402_103102,Unclean hands or improper use of gloves,High Risk,53,53,3,2,20
1021,LA SANTANECA DE LA MISSION,2815 MISSION St,San Francisco,CA,94110,37.751885,-122.418406,POINT (-122.418406 37.751885),14155282131,1021_20190402,4/2/2019 0:00,82,Routine - Unscheduled,1021_20190402_103105,Improper cooling methods,High Risk,53,53,3,2,20
1021,LA SANTANECA DE LA MISSION,2815 MISSION St,San Francisco,CA,94110,37.751885,-122.418406,POINT (-122.418406 37.751885),14155282131,1021_20190402,4/2/2019 0:00,82,Routine - Unscheduled,1021_20190402_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,53,53,3,2,20
1021,LA SANTANECA DE LA MISSION,2815 MISSION St,San Francisco,CA,94110,37.751885,-122.418406,POINT (-122.418406 37.751885),14155282131,1021_20190419,4/19/2019 0:00,,Reinspection/Followup,1021_20190419_103105,Improper cooling methods,High Risk,53,53,3,2,20
10227,The Napper Tandy,3200 24th St,San Francisco,CA,,37.752581,-122.416482,POINT (-122.416482 37.752581),,10227_20170814,8/14/2017 0:00,75,Routine - Unscheduled,10227_20170814_103103,High risk food holding temperature,High Risk,53,53,3,2,20
10227,The Napper Tandy,3200 24th St,San Francisco,CA,,37.752581,-122.416482,POINT (-122.416482 37.752581),,10227_20170814,8/14/2017 0:00,75,Routine - Unscheduled,10227_20170814_103131,Moderate risk vermin infestation,Moderate Risk,53,53,3,2,20
10227,The Napper Tandy,3200 24th St,San Francisco,CA,,37.752581,-122.416482,POINT (-122.416482 37.752581),,10227_20170814,8/14/2017 0:00,75,Routine - Unscheduled,10227_20170814_103144,Unapproved or unmaintained equipment or utensils,Low Risk,53,53,3,2,20
10227,The Napper Tandy,3200 24th St,San Francisco,CA,,37.752581,-122.416482,POINT (-122.416482 37.752581),,10227_20170814,8/14/2017 0:00,75,Routine - Unscheduled,10227_20170814_103154,Unclean or degraded floors walls or ceilings,Low Risk,53,53,3,2,20
10227,The Napper Tandy,3200 24th St,San Francisco,CA,,37.752581,-122.416482,POINT (-122.416482 37.752581),,10227_20180307,3/7/2018 0:00,83,Routine - Unscheduled,10227_20180307_103102,Unclean hands or improper use of gloves,High Risk,53,53,3,2,20
10227,The Napper Tandy,3200 24th St,San Francisco,CA,,37.752581,-122.416482,POINT (-122.416482 37.752581),,10227_20180307,3/7/2018 0:00,83,Routine - Unscheduled,10227_20180307_103161,Low risk vermin infestation,Low Risk,53,53,3,2,20
10227,The Napper Tandy,3200 24th St,San Francisco,CA,,37.752581,-122.416482,POINT (-122.416482 37.752581),,10227_20190123,1/23/2019 0:00,,Complaint,10227_20190123_103109,Unclean or unsanitary food contact surfaces,High Risk,53,53,3,2,20
10227,The Napper Tandy,3200 24th St,San Francisco,CA,,37.752581,-122.416482,POINT (-122.416482 37.752581),,10227_20190123,1/23/2019 0:00,,Complaint,10227_20190123_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,53,53,3,2,20
10227,The Napper Tandy,3200 24th St,San Francisco,CA,,37.752581,-122.416482,POINT (-122.416482 37.752581),,10227_20190123,1/23/2019 0:00,,Complaint,10227_20190123_103150,Improper or defective plumbing,Low Risk,53,53,3,2,20
10227,The Napper Tandy,3200 24th St,San Francisco,CA,,37.752581,-122.416482,POINT (-122.416482 37.752581),,10227_20190123,1/23/2019 0:00,,Complaint,10227_20190123_103161,Low risk vermin infestation,Low Risk,53,53,3,2,20
10235,Nijiya Market,1737 Post St 333,San Francisco,CA,94115,37.785457,-122.430317,POINT (-122.430317 37.785457),,10235_20180417,4/17/2018 0:00,89,Routine - Unscheduled,10235_20180417_103103,High risk food holding temperature,High Risk,101,101,4,11,15
